,名稱,註冊號碼,地址,統編,緯度,經度,日期
833,珍饌工房有限公司,65005355,新北市板橋區廣權路5號2樓,42712396,121.46049,24.9913,中華民國59年08月23日 03:38:51
834,圓荷有限公司,65005405,新北市中和區員山路581巷31弄7、9、11號(1樓),54673685,121.47693,25.01029,中華民國59年08月23日 03:38:51
835,聯亞食品有限公司泰山廠,65005406,新北市泰山區新北大道6段313巷13弄9號1樓及夾層,53438184,121.42452,25.03375,中華民國59年08月23日 03:38:51
836,世璿食品有限公司,65005407,新北市新莊區新樹路67巷40弄8號1樓,47081587,121.4407,25.02998,中華民國59年08月23日 03:38:51
837,天晴興業有限公司,65005409,新北市中和區錦和路3號4樓,43844156,121.48601,25.00413,中華民國59年08月23日 03:38:51
838,元鼎食品生技有限公司,65005440,新北市土城區自由街15號3樓,43787367,121.42345,24.96647,中華民國59年08月23日 03:38:51
839,統宣生技食品股份有限公司,65005441,新北市中和區中山路2段352號8樓、356號8樓,27441796,121.49296,25.00259,中華民國59年08月23日 03:38:51
840,王哥肉品商店,65005445,新北市新莊區新樹路69之56號1、2樓,15764145,121.43785,25.02774,中華民國59年08月23日 03:38:51
841,金華國際食品有限公司,65005450,新北市樹林區樹德街35號（3樓）,47076135,121.4216,24.99171,中華民國59年08月23日 03:38:51
842,品元實業股份有限公司博物館廠,65005472,新北市八里區博物館路75號1、2、3樓,80657892,121.41099,25.16044,中華民國59年08月23日 03:38:51
843,呷味軒實業有限公司,65005474,新北市新莊區中信街51巷4弄12號(1樓),34419285,121.44918,25.05033,中華民國59年08月23日 03:38:51
844,特里股份有限公司,65005484,新北市三重區中興北街180巷12號,29167106,121.46826,25.05775,中華民國59年08月23日 03:38:51
845,久榮興食品有限公司,65005485,新北市中和區中板路17號(1、2樓),65657508,121.48424,25.0117,中華民國59年08月23日 03:38:51
846,亞茜股份有限公司,65005487,新北市五股區五工二路124號(2樓),42868475,121.4553,25.07028,中華民國59年08月23日 03:38:51
847,勁揚國際餐飲股份有限公司,65005488,新北市五股區五權七路20號8樓,54727319,121.44854,25.06643,中華民國59年08月23日 03:38:51
848,堡晟興業有限公司,65005495,新北市八里區龍米路2段62號,28933117,121.44822,25.14123,中華民國59年08月23日 03:38:51
849,合力食品社,65005506,新北市樹林區民權街5巷19弄18號1、2樓,17813038,121.39547,24.95892,中華民國59年08月23日 03:38:51
850,穎祥國際有限公司食品一廠,65005507,新北市汐止區康寧街169巷31號6樓之3,27963598,121.62263,25.06956,中華民國59年08月23日 03:38:51
851,日華好物有限公司,65005529,新北市新店區中正路499號7樓,53774931,121.53357,24.9835,中華民國59年08月23日 03:38:51
852,薩摩亞商客來喜餐飲股份有限公司台灣分公司-二廠,65005569,新北市新店區復興路45號(1樓),28427006,121.53676,24.98689,中華民國59年08月23日 03:38:51
853,鈞展企業社,65005580,新北市新莊區福營路165巷9號1樓,41364200,121.43219,25.03104,中華民國59年08月23日 03:38:51
854,燕萃生技股份有限公司,65005588,新北市汐止區福德一路403號,66589819,121.62732,25.06034,中華民國59年08月23日 03:38:51
855,北鑫食品商行,65005592,新北市三峽區介壽路一段402號1樓,47986970,121.38383,24.93081,中華民國59年08月23日 03:38:51
856,展裕國際有限公司二廠,65005614,新北市中和區中正路756號3樓,53726925,121.48543,24.99909,中華民國59年08月23日 03:38:51
857,欣隆食品有限公司南陽廠,65005615,新北市汐止區南陽街121巷19號1樓,27374136,121.62506,25.06096,中華民國59年08月23日 03:38:51
858,鮮享股份有限公司二廠,65005640,新北市汐止區大同路1段276號6樓,54848257,121.63433,25.0573,中華民國59年08月23日 03:38:51
859,鼎裕屋食品股份有限公司,65005648,新北市泰山區新北大道6段385號1樓,24694760,121.42179,25.03235,中華民國59年08月23日 03:38:51
860,甄香食品行,65005665,新北市土城區亞洲路32巷16號(1樓),26536942,121.43562,24.97466,中華民國59年08月23日 03:38:51
861,建泰食品有限公司,65005680,新北市土城區日新街37巷3號,54013609,121.44276,24.98801,中華民國59年08月23日 03:38:51
862,德斯丹有限公司,65005683,新北市新莊區五權一路5號6樓之6,42646116,121.45793,25.06617,中華民國59年08月23日 03:38:51
863,龍信食品股份有限公司,65005696,新北市中和區立德街120號4樓,54737674,121.48695,25.00872,中華民國59年08月23日 03:38:51
864,湘鄉食品有限公司福德二廠,65005725,新北市汐止區福德一路405巷8、10號(1樓),12745672,121.62752,25.05969,中華民國59年08月23日 03:38:51
865,家陵企業有限公司,65005729,新北市新莊區五權一路5號3樓之7,23500560,121.45793,25.06617,中華民國59年08月23日 03:38:51
866,路易莎職人咖啡股份有限公司(三重廠),65005734,新北市三重區中興北街177、179號(7樓),54857699,121.46909,25.05622,中華民國59年08月23日 03:38:51
867,士峯食品有限公司(寶興廠),65005748,新北市新店區寶興路60巷4號1樓,86946630,121.54982,24.97195,中華民國59年08月23日 03:38:51
868,滿意油飯有限公司,65005754,新北市新店區寶興路60巷32號1樓,28559028,121.54874,24.97175,中華民國59年08月23日 03:38:51
869,台灣安亞生物科技股份有限公司,65005797,新北市新店區寶橋路235巷123號4樓,24761211,121.55083,24.98331,中華民國59年08月23日 03:38:51
870,國鼎生物科技股份有限公司淡水六廠,65005837,新北市淡水區下圭柔山71之2號,80280616,121.44587,25.20494,中華民國59年08月23日 03:38:51
871,高坑有限公司(樹林廠),65005849,新北市樹林區中華路379巷19弄1號(2.3.4樓),89401366,121.41381,24.9788,中華民國59年08月23日 03:38:51
872,湛盧實業股份有限公司,65005854,新北市深坑區北深路3段270巷16號4樓之5,28187097,121.59915,25.00597,中華民國59年08月23日 03:38:51
873,煌翔貿易有限公司,65005856,新北市三重區光復路2段88巷26號1樓、夾層及2樓,24703199,121.47087,25.05737,中華民國59年08月23日 03:38:51
874,宥信食品有限公司五工廠,65005881,新北市五股區五工二路105號(1樓),16352395,121.45724,25.06817,中華民國59年08月23日 03:38:51
875,福潤食品股份有限公司,65005883,新北市蘆洲區國道路二段1巷52號4樓,7488110,121.47467,25.07305,中華民國59年08月23日 03:38:51
876,哈肯舖股份有限公司二廠,65005885,新北市新店區寶興路45巷3號3樓,29036421,121.54986,24.97382,中華民國59年08月23日 03:38:51
877,鮮機食品生技股份有限公司林口廠,65005890,新北市林口區粉寮路2段20號,53679161,121.40275,25.08604,中華民國59年08月23日 03:38:51
878,普光傳統豆腐店,T6500641,新北市新店區德安里車子路122之2號,21510177,121.50668,24.95147,中華民國59年08月23日 03:38:51
879,圓順科化有限公司,65005930,新北市汐止區大同路3段196之1號6樓,13125952,121.67404,25.07349,中華民國59年08月23日 03:38:51
880,洺鈞畜產科技股份有限公司,65005932,新北市新莊區五權一路5號4樓之6,52530347,121.45793,25.06617,中華民國59年08月23日 03:38:51
881,太郎實業有限公司,65005943,新北市五股區中興路1段95巷17號1、2樓及19號1樓,28873032,121.46663,25.07212,中華民國59年08月23日 03:38:51
882,普悅麗國際食品股份有限公司,65005966,新北市新店區中正路541號3樓,29038645,121.53343,24.98693,中華民國59年08月23日 03:38:51
883,蔡家班有限公司,65005986,新北市新莊區建國一路128巷6、8號(1樓),80706346,121.43441,25.02883,中華民國59年08月23日 03:38:51
884,宏昌食品企業有限公司,65005988,新北市新莊區中正路544之3及之4號,80621945,121.46556,25.04191,中華民國59年08月23日 03:38:51
885,虹喬食品有限公司,65005990,新北市汐止區大安街52巷10號3樓,54163509,121.67896,25.07341,中華民國59年08月23日 03:38:51
886,寶瑩食品有限公司,65006009,新北市樹林區俊英街116巷1號(1樓),54272773,121.42762,25.00579,中華民國59年08月23日 03:38:51
887,山井食品行,T6500647,新北市深坑區昇高里王軍寮1號之10,31473897,121.62188,24.98573,中華民國59年08月23日 03:38:51
888,奇華股份有限公司五股二廠,65006022,新北市五股區中興路1段10號6樓之5,12365601,121.46937,25.0728,中華民國59年08月23日 03:38:51
889,常豐食品有限公司,65006057,新北市五股區成泰路2段147巷27、29、31號,66455327,121.43866,25.08644,中華民國59年08月23日 03:38:51
890,優奇有限公司,65006058,新北市泰山區美寧街57巷35弄2號1樓,89504594,121.42971,25.06488,中華民國59年08月23日 03:38:51
891,美淇食品有限公司板橋廠,65006065,新北市板橋區干城路142號(1、2)、3、4樓,80605699,121.4596,24.99339,中華民國59年08月23日 03:38:51
892,高麗國有限公司,65006073,新北市林口區工七路4號(1樓),53707928,121.39983,25.08017,中華民國59年08月23日 03:38:51
893,廣廣香食品有限公司,65006074,新北市三重區疏洪西路458號(2、3樓),28338686,121.46583,25.065,中華民國59年08月23日 03:38:51
894,味真好食品行一廠,65006081,新北市樹林區中華路403巷3號,30276258,121.41108,24.98011,中華民國59年08月23日 03:38:51
895,台灣善美的股份有限公司五股廠,65006091,新北市五股區五工六路35號3、4樓,23060232,121.44738,25.06395,中華民國59年08月23日 03:38:51
896,伊通有限公司,65006117,新北市汐止區水源路二段217之3號,24469356,121.6587,25.05252,中華民國59年08月23日 03:38:51
897,長榮生醫科技股份有限公司,65006118,新北市汐止區新台五路1段114號10樓,27332684,121.64943,25.06072,中華民國59年08月23日 03:38:51
898,上林餐飲事業股份有限公司,65006119,新北市新店區寶興路45巷5號1樓,16530835,121.54989,24.97422,中華民國59年08月23日 03:38:51
899,金鼎研究生化科技有限公司汐止廠,65006123,新北市汐止區大同路1段277號1樓,54290006,121.63649,25.05873,中華民國59年08月23日 03:38:51
900,來新開發有限公司樹林廠,65006131,新北市樹林區三俊街65巷23號(1樓),84289765,121.41331,25.01693,中華民國59年08月23日 03:38:51
901,華福食品股份有限公司林口二廠,65006141,新北市林口區粉寮一街83號(1、2樓)、83號3樓,23140643,121.40014,25.07694,中華民國59年08月23日 03:38:51
902,一之軒食品有限公司三廠,65006153,新北市新店區復興路111號10樓,22751743,121.53417,24.98778,中華民國59年08月23日 03:38:51
903,東金巴黎食品股份有限公司,65006156,新北市汐止區康寧街169巷27號2樓之3,66263926,121.62265,25.06877,中華民國59年08月23日 03:38:51
904,瑞騰國際股份有限公司中和廠,65006172,新北市中和區建三路81號,13049646,121.4862,25.00095,中華民國59年08月23日 03:38:51
905,辰品食品有限公司,65006216,新北市鶯歌區八德路2巷18弄10號,46685997,121.33648,24.94727,中華民國59年08月23日 03:38:51
906,和旺食品有限公司,65006217,新北市新莊區化成路431巷34號,66653945,121.46357,25.05987,中華民國59年08月23日 03:38:51
907,益合欣興業有限公司,65006251,新北市三峽區介壽路一段320號4樓,66602685,121.38099,24.93012,中華民國59年08月23日 03:38:51
908,大鼎食品行,65006252,新北市中和區立德街200巷48號4樓,30265597,121.48585,25.01026,中華民國59年08月23日 03:38:51
909,尚唐坊股份有限公司,65006254,新北市中和區新民街118號1樓,24942142,121.48034,25.00858,中華民國59年08月23日 03:38:51
910,萌寶貝御廚餐飲有限公司,65006256,新北市新莊區五權三路16號(1樓),54716636,121.45267,25.06377,中華民國59年08月23日 03:38:51
911,佳千企業社,65006276,新北市汐止區康寧街169巷27號7樓之2,41365340,121.62265,25.06877,中華民國59年08月23日 03:38:51
912,廣豪餐飲有限公司,65006297,新北市新莊區雙鳳路111號3樓,24540457,121.41386,25.02808,中華民國59年08月23日 03:38:51
913,圓悅企業有限公司,65006298,新北市深坑區北深路3段270巷5號5樓及5樓之1,66252028,121.59842,25.00531,中華民國59年08月23日 03:38:51
914,美佳食品有限公司,65006300,新北市板橋區干城路142號5樓,84480496,121.4596,24.99339,中華民國59年08月23日 03:38:51
915,馥宇行有限公司,65006336,新北市三重區興德路121號(1樓),47087344,121.47088,25.05316,中華民國59年08月23日 03:38:51
916,民享肉鬆企業有限公司,65006341,新北市土城區忠義路55巷62號1樓,84616944,121.44316,24.96723,中華民國59年08月23日 03:38:51
917,鴻展食品生技股份有限公司,65006348,新北市五股區五權路13號6樓,47096723,121.44891,25.06592,中華民國59年08月23日 03:38:51
918,綠邦商行,65006376,新北市土城區亞洲路32巷15號(1樓),17035257,121.43546,24.9746,中華民國59年08月23日 03:38:51
919,懋軒生物科技有限公司,65006379,新北市中和區中山路2段405號4樓,66803971,121.48622,25.00462,中華民國59年08月23日 03:38:51
920,臻欣實業有限公司,65006381,新北市三重區中正北路317巷27號,66845206,121.47587,25.07299,中華民國59年08月23日 03:38:51
921,超香食品股份有限公司汐止廠,65006383,新北市汐止區中興路31號2樓之3,24698750,121.63462,25.06177,中華民國59年08月23日 03:38:51
922,玉膳企業股份有限公司,65006407,新北市三重區光復路2段42巷39號3樓,66546024,121.46933,25.05461,中華民國59年08月23日 03:38:51
923,恬品軒企業有限公司,65006426,新北市樹林區三俊街226號1樓,28698274,121.42111,25.01496,中華民國59年08月23日 03:38:51
924,米棋食品有限公司,65006462,新北市新莊區建國二路52號(1樓),66800067,121.43259,25.02485,中華民國59年08月23日 03:38:51
925,龍睿股份有限公司,65006463,新北市三重區光復路1段101之1號3樓,66584589,121.47223,25.05107,中華民國59年08月23日 03:38:51
926,三灃食品有限公司,65006466,新北市中和區中正路910號(1樓),66905920,121.48365,25.00727,中華民國59年08月23日 03:38:51
927,派德食品企業有限公司,65006509,新北市汐止區福德二路359巷5號、7號,23920182,121.62401,25.06352,中華民國59年08月23日 03:38:51
928,台灣味社會事業有限公司,65006519,新北市新店區民權路42巷59弄1號5樓,53412234,121.53846,24.98384,中華民國59年08月23日 03:38:51
929,柏源盛商行,T6500656,新北市板橋區中正路379巷11號1樓,26752552,121.45324,25.02195,中華民國59年08月23日 03:38:51
930,小潘蛋糕坊有限公司國慶廠,65006537,新北市板橋區國慶路29巷7號,54277088,121.45873,24.99613,中華民國59年08月23日 03:38:51
931,宸品有限公司(汐止廠),65006541,新北市汐止區中興路34號(1樓),80680508,121.63745,25.06016,中華民國59年08月23日 03:38:51
932,八八口食品股份有限公司,65006562,新北市三重區光復路1段79號3樓,52917566,121.47224,25.04998,中華民國59年08月23日 03:38:51
933,馨逸企業股份有限公司,65006564,新北市新店區寶興路45巷8弄12號3樓,42865168,121.55056,24.97465,中華民國59年08月23日 03:38:51
934,香帥蛋糕有限公司,65006524,新北市汐止區汐萬路1段211巷26號(1、2、3、4、5樓),53226549,121.65109,25.07176,中華民國59年08月23日 03:38:51
935,大堡口福食品有限公司(土城廠),65006570,新北市土城區承天路83之13號,54723019,121.44059,24.96273,中華民國59年08月23日 03:38:51
936,典茶實業有限公司,65006589,新北市深坑區北深路3段266號1樓,54140181,121.59874,25.00479,中華民國59年08月23日 03:38:51
937,珍香食品有限公司,65006591,新北市汐止區南陽街250號,13098792,121.62705,25.0568,中華民國59年08月23日 03:38:51
938,本家食品有限公司,65006593,新北市新莊區思源路112巷2號1樓,46393605,121.46037,25.04671,中華民國59年08月23日 03:38:51
939,德麥食品股份有限公司(新北廠),65006594,新北市五股區五權五路31號(2、3、4樓),23420497,121.45208,25.06597,中華民國59年08月23日 03:38:51
940,品樂坊食品有限公司,65006595,新北市中和區民享街4號(L棟1、2樓),68212614,121.47364,25.00533,中華民國59年08月23日 03:38:51
941,台雞食品有限公司,65006600,新北市土城區中山路95號,67313305,121.43244,24.97059,中華民國59年08月23日 03:38:51
942,世界阿一鮑魚有限公司,65006611,新北市樹林區太順街114巷3號1樓,53427270,121.41475,24.97837,中華民國59年08月23日 03:38:51
943,高師傅菓子工房,65006621,新北市新店區寶橋路154巷2號3樓,10340669,121.54866,24.97659,中華民國59年08月23日 03:38:51
944,樂齊有限公司,65006623,新北市三重區興德路103號(1樓),68563483,121.47176,25.05336,中華民國59年08月23日 03:38:51
945,農七十生物科技有限公司,65006626,新北市中和區建一路148號4樓,23996555,121.48797,24.9988,中華民國59年08月23日 03:38:51
946,易壯生物科技有限公司,65006640,新北市板橋區干城路14號(1樓),67275908,121.45952,24.99376,中華民國59年08月23日 03:38:51
947,大梵天實業股份有限公司,65006653,新北市新店區中正路538巷3號3樓,65120302,121.53429,24.98445,中華民國59年08月23日 03:38:51
948,駿融蔘藥生技股份有限公司三峽廠,65006672,新北市三峽區添福14-24號(1樓),4985001,121.37357,24.90229,中華民國59年08月23日 03:38:51
949,富欣食品有限公司,65006679,新北市樹林區民權街5巷19弄16號(二樓),28927092,121.39551,24.95886,中華民國59年08月23日 03:38:51
950,路易莎職人咖啡股份有限公司(新北廠),65006690,新北市五股區五權路7巷10號6樓,54857699,121.44811,25.06523,中華民國59年08月23日 03:38:51
951,啟陞食品行,65006695,新北市三重區中興北街160巷16號(1樓),25562870,121.46802,25.05684,中華民國59年08月23日 03:38:51
952,意一堂國際有限公司,65006696,新北市新店區中正路501之18號3樓,52696085,121.53358,24.98362,中華民國59年08月23日 03:38:51
953,美食多實業股份有限公司,65006698,新北市新莊區新樹路319號,12979278,121.43337,25.01915,中華民國59年08月23日 03:38:51
954,港苑食品有限公司,65006740,新北市新店區民權路90巷36號,69040604,121.53656,24.9841,中華民國59年08月23日 03:38:51
955,亞多夢股份有限公司五股廠,65006751,新北市五股區五權七路77號,53724216,121.45374,25.07064,中華民國59年08月23日 03:38:51
956,吉力家有限公司,65006752,新北市汐止區大同路2段139號2樓,55116201,121.65101,25.06439,中華民國59年08月23日 03:38:51
957,漢易科技有限公司,65006782,新北市新莊區五權一路3號4樓之1,52868256,121.45739,25.06559,中華民國59年08月23日 03:38:51
958,駟馬國際股份有限公司,65006794,新北市樹林區西圳街1段117之3號(1、2、3樓),67321121,121.39852,24.96376,中華民國59年08月23日 03:38:51
959,大當家食品股份有限公司,65006811,新北市板橋區信義路163巷1號5樓,65278865,121.459,24.99276,中華民國59年08月23日 03:38:51
960,東爵企業有限公司,65006826,新北市樹林區東順街109號,23044064,121.40802,24.97544,中華民國59年08月23日 03:38:51
961,嶢陽茶行貿易有限公司,65006828,新北市新莊區五權一路1號5樓之1,4285083,121.45682,25.06501,中華民國59年08月23日 03:38:51
962,三澧企業股份有限公司,65006843,新北市五股區五權五路3號,16098275,121.44992,25.0633,中華民國59年08月23日 03:38:51
963,忕吉小吃股份有限公司五股食品廠,65006868,新北市五股區五工一路109號2樓,54752668,121.45629,25.07049,中華民國59年08月23日 03:38:51
964,金色三麥餐飲股份有限公司,65006869,新北市三重區光復路一段101號3樓,24692475,121.47223,25.05107,中華民國59年08月23日 03:38:51
965,名品客家美食行,T6500666,新北市中和區中正路51號1樓,26529956,121.50174,24.99334,中華民國59年08月23日 03:38:51
966,勗聖食品有限公司,65006909,新北市樹林區樹中街6號(1樓),28798175,121.42063,24.98601,中華民國59年08月23日 03:38:51
967,泰康生技股份有限公司,65006959,新北市板橋區和平路6巷1號4樓,24690820,121.45867,24.99377,中華民國59年08月23日 03:38:51
968,祐旭食品有限公司,65006965,新北市中和區立德街72巷34號(1樓),45074126,121.48777,25.00867,中華民國59年08月23日 03:38:51
969,逢源生物科技有限公司,65006976,新北市中和區立德街160號4樓,42727089,121.48584,25.00887,中華民國59年08月23日 03:38:51
970,甘泉生物科技股份有限公司,65006994,新北市新店區復興路45號2樓,24206501,121.53676,24.98689,中華民國59年08月23日 03:38:51
971,牛筋學苑企業有限公司,65006995,新北市新店區寶興路45巷9弄8號,80056960,121.54937,24.97462,中華民國59年08月23日 03:38:51
972,慈安食品有限公司,65007006,新北市八里區博物館路31號3樓,69427705,121.41411,25.16271,中華民國59年08月23日 03:38:51
973,彩富昌商行,65007039,新北市新莊區建國二路53號,31477042,121.43271,25.02464,中華民國59年08月23日 03:38:51
974,優福國際發展有限公司,65007055,新北市土城區承天路8巷4號(1樓),54695082,121.43676,24.96414,中華民國59年08月23日 03:38:51
975,漢記股份有限公司土城廠,65007064,新北市土城區中央路1段319號(1、2樓及地下1樓),53095716,121.44392,24.98319,中華民國59年08月23日 03:38:51
976,長虹食品廠有限公司,65007065,新北市三重區重新路五段639之1號7樓,54505560,121.46679,25.04341,中華民國59年08月23日 03:38:51
977,歐迪農產食品行,65007075,新北市樹林區俊英街166巷10號(1樓),41076144,121.42705,25.00713,中華民國59年08月23日 03:38:51
978,誼豐股份有限公司土城廠,65007085,新北市土城區忠承路87.91.95.99號5樓,42630873,121.43887,24.96469,中華民國59年08月23日 03:38:51
979,八方雲集國際股份有限公司(北新廠),65007092,新北市淡水區北新路2段76號,70472679,121.47948,25.18555,中華民國59年08月23日 03:38:51
980,禮忠食品有限公司,65007093,新北市新莊區新樹路527巷34號(1樓),69394900,121.43385,25.0093,中華民國59年08月23日 03:38:51
981,鼎格有限公司,65007094,新北市三重區仁愛街245巷31號(1、2樓),66512657,121.49457,25.07852,中華民國59年08月23日 03:38:51
982,諸葛四九食品有限公司,65007096,新北市樹林區俊興街229號(1、2樓),42725688,121.41762,25.0151,中華民國59年08月23日 03:38:51
983,貝絲國際有限公司,65007097,新北市中和區新民街112號5樓之3,89818390,121.48044,25.00837,中華民國59年08月23日 03:38:51
984,舞茶實業有限公司,65007098,新北市五股區中興路1段8號1樓、8之1號1樓,53696247,121.46963,25.07344,中華民國59年08月23日 03:38:51
985,喬元手創食品有限公司,65007116,新北市新莊區建國一路288巷43號1樓,54734536,121.43419,25.02576,中華民國59年08月23日 03:38:51
986,祁門有限公司,65007119,新北市汐止區康寧街169巷27之1號4樓之2,13057309,121.62265,25.06877,中華民國59年08月23日 03:38:51
987,生安生物科技有限公司,65007135,新北市樹林區俊興街231號(1樓),42733337,121.41763,25.01517,中華民國59年08月23日 03:38:51
988,奕泰農業科技有限公司,65007137,新北市土城區永豐路195巷7弄4號(1樓),47034425,121.47195,24.97894,中華民國59年08月23日 03:38:51
989,紅太陽廚房有限公司,65007152,新北市新莊區中港二街101號,97243307,121.44913,25.04567,中華民國59年08月23日 03:38:51
990,昌源豆皮有限公司,65007179,新北市樹林區西圳街1段115之2號(1、2樓),42729869,121.39865,24.96348,中華民國59年08月23日 03:38:51
991,漢記股份有限公司(土城二廠),65007226,新北市土城區中央路1段319號(3、4樓),53095716,121.44392,24.98319,中華民國59年08月23日 03:38:51
992,台品興業有限公司,T6500672,新北市汐止區忠三街9巷28號之1,70737209,121.62468,25.08031,中華民國59年08月23日 03:38:51
993,新加坡商粟野有限公司台灣分公司,65007236,新北市蘆洲區信義路73巷6號,24810276,121.47632,25.08018,中華民國59年08月23日 03:38:51
994,三五生物科技股份有限公司,65007239,新北市汐止區康寧街169巷21號7樓之1,68305916,121.62274,25.06807,中華民國59年08月23日 03:38:51
995,宇笛生物科技股份有限公司,65007250,新北市中和區立德街148巷52號6樓,12953312,121.48631,25.00925,中華民國59年08月23日 03:38:51
996,芊語實業有限公司,65007281,新北市板橋區信義路165號2樓,66639825,121.45882,24.99231,中華民國59年08月23日 03:38:51
997,海邊走走食品股份有限公司二廠,65007312,新北市淡水區中正東路1段3巷23號1樓,54710204,121.45188,25.16592,中華民國59年08月23日 03:38:51
998,草系生活有限公司,65007319,新北市土城區中央路3段87號7樓之1,54151784,121.43784,24.96781,中華民國59年08月23日 03:38:51
999,明朝製麵有限公司,65007320,新北市樹林區忠信街15號3樓,50845258,121.40782,25.01525,中華民國59年08月23日 03:38:51
